gene,seqnames,start,end,width,strand,gene_id,gene_name,gene_biotype,seq_coord_system,description,gene_id_version,logFC,AveExpr,t,P.Value,adj.P.Val,isSignificant
RPL14P1,12,62965325,62965969,645,+,ENSG00000139239,RPL14P1,processed_pseudogene,chromosome,ribosomal protein L14 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:31384],ENSG00000139239.7,-1.10611494331383,-0.6214611564618334,-0.6294056428381646,0.26583945723577573,1,FALSE
HLA-DQA2,6,32741391,32747198,5808,+,ENSG00000237541,HLA-DQA2,protein_coding,chromosome,"major histocompatibility complex, class II, DQ alpha 2 [Source:HGNC Symbol;Acc:HGNC:4943]",ENSG00000237541.4,-2.0704626322703703,-0.013225885417546098,-0.7045297066751774,0.26610969171149745,1,FALSE
STOM,9,121338987,121370304,31318,-,ENSG00000148175,STOM,protein_coding,chromosome,stomatin [Source:HGNC Symbol;Acc:HGNC:3383],ENSG00000148175.13,1.1652120974038,8.077834124814885,0.6281203288706858,0.2662571553102588,1,FALSE
PROB1,5,139390592,139395104,4513,-,ENSG00000228672,PROB1,protein_coding,chromosome,proline rich basic protein 1 [Source:HGNC Symbol;Acc:HGNC:41906],ENSG00000228672.4,1.1918949683834743,0.9439811866639973,0.6276567516340514,0.26640789211959326,1,FALSE
SYTL4,X,100674491,100732123,57633,-,ENSG00000102362,SYTL4,protein_coding,chromosome,synaptotagmin like 4 [Source:HGNC Symbol;Acc:HGNC:15588],ENSG00000102362.15,1.222541211491067,1.7743359252784314,0.6275418637202405,0.26644528397170053,1,FALSE
ADARB2,10,1177313,1737525,560213,-,ENSG00000185736,ADARB2,protein_coding,chromosome,adenosine deaminase RNA specific B2 (inactive) [Source:HGNC Symbol;Acc:HGNC:227],ENSG00000185736.16,1.7354009729129456,-0.8270992652395919,0.6533442934648439,0.2673067949284573,1,FALSE
EMILIN1,2,27078615,27086403,7789,+,ENSG00000138080,EMILIN1,protein_coding,chromosome,elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880],ENSG00000138080.14,1.1948768305688988,0.5789626242597685,0.6229039834720763,0.26795584791226185,1,FALSE
LIMS3,2,109898428,109924868,26441,+,ENSG00000256977,LIMS3,protein_coding,chromosome,LIM zinc finger domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30047],ENSG00000256977.12,1.6987230410546812,-1.1181432180634792,0.6462045850946397,0.2682015774814138,1,FALSE
ZNF491,19,11797667,11809622,11956,+,ENSG00000177599,ZNF491,protein_coding,chromosome,zinc finger protein 491 [Source:HGNC Symbol;Acc:HGNC:23706],ENSG00000177599.13,-1.1123919587459203,-0.5175417624313687,-0.6202317129688892,0.2688282318034981,1,FALSE
NLRP9P1,12,129013336,129016663,3328,+,ENSG00000256581,NLRP9P1,unprocessed_pseudogene,chromosome,NLR family pyrin domain containing 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29888],ENSG00000256581.1,1.2067967088715088,0.5771348518496761,0.6189986477169169,0.2692312782958683,1,FALSE
SAMD9L,7,93130056,93148385,18330,-,ENSG00000177409,SAMD9L,protein_coding,chromosome,sterile alpha motif domain containing 9 like [Source:HGNC Symbol;Acc:HGNC:1349],ENSG00000177409.12,1.1838282236665094,8.085277303000392,0.6182563021187238,0.26947406290310966,1,FALSE
GPR174,X,79144663,79175315,30653,+,ENSG00000147138,GPR174,protein_coding,chromosome,G protein-coupled receptor 174 [Source:HGNC Symbol;Acc:HGNC:30245],ENSG00000147138.2,-1.2239195648698435,2.1809211570967246,-0.6182467065382264,0.2694772485307124,1,FALSE
DDIAS,11,82899975,82958277,58303,+,ENSG00000165490,DDIAS,protein_coding,chromosome,DNA damage induced apoptosis suppressor [Source:HGNC Symbol;Acc:HGNC:26351],ENSG00000165490.13,1.1460521493984581,3.4280733755647894,0.6179781650652042,0.2695650592150923,1,FALSE
EYA2,20,46894624,47188844,294221,+,ENSG00000064655,EYA2,protein_coding,chromosome,EYA transcriptional coactivator and phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3520],ENSG00000064655.19,1.453005968356813,-1.6540239665700258,0.6199160072672969,0.2696476815068219,1,FALSE
S1PR1,1,101236865,101243713,6849,+,ENSG00000170989,S1PR1,protein_coding,chromosome,sphingosine-1-phosphate receptor 1 [Source:HGNC Symbol;Acc:HGNC:3165],ENSG00000170989.10,-1.1396923611367118,6.58380984666813,-0.6171787187324672,0.2698266984222155,1,FALSE
IRF4,6,391752,411443,19692,+,ENSG00000137265,IRF4,protein_coding,chromosome,interferon regulatory factor 4 [Source:HGNC Symbol;Acc:HGNC:6119],ENSG00000137265.15,1.1816103411787786,6.519711645297197,0.6151309597987419,0.2704974754954534,1,FALSE
LMO7,13,75620434,75859870,239437,+,ENSG00000136153,LMO7,protein_coding,chromosome,LIM domain 7 [Source:HGNC Symbol;Acc:HGNC:6646],ENSG00000136153.20,-1.1256356381746144,2.882789100865807,-0.6126406588172097,0.27131436540697196,1,FALSE
SPCS2P4,1,28095742,28096422,681,-,ENSG00000228589,SPCS2P4,processed_pseudogene,chromosome,signal peptidase complex subunit 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:45237],ENSG00000228589.3,1.2149799793994065,1.2305847597760822,0.6119773783788743,0.27153217865841106,1,FALSE
CACNA2D2,3,50362799,50504244,141446,-,ENSG00000007402,CACNA2D2,protein_coding,chromosome,calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400],ENSG00000007402.11,-1.1639744132681855,2.615136416360245,-0.6118166017903829,0.2715849577300035,1,FALSE
CHRNA2,8,27459756,27479883,20128,-,ENSG00000120903,CHRNA2,protein_coding,chromosome,cholinergic receptor nicotinic alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:1956],ENSG00000120903.13,1.3280423095102862,0.036535213487692106,0.6118571804785408,0.2716020166776913,1,FALSE
ZNF365,10,62374192,62670301,296110,+,ENSG00000138311,ZNF365,protein_coding,chromosome,zinc finger protein 365 [Source:HGNC Symbol;Acc:HGNC:18194],ENSG00000138311.17,-1.1898463396037857,-0.2561355682261035,-0.6102117919594638,0.2721123201897523,1,FALSE
CEL,9,133061978,133071863,9886,+,ENSG00000170835,CEL,protein_coding,chromosome,carboxyl ester lipase [Source:HGNC Symbol;Acc:HGNC:1848],ENSG00000170835.15,1.2732241835194382,-0.6667351555520425,0.6082135621205215,0.27277217004872445,1,FALSE
ST14,11,130159782,130210362,50581,+,ENSG00000149418,ST14,protein_coding,chromosome,suppression of tumorigenicity 14 [Source:HGNC Symbol;Acc:HGNC:11344],ENSG00000149418.11,1.149030196386974,5.321939033000184,0.6080694256810378,0.27281714159064047,1,FALSE
MPZ,1,161304735,161309972,5238,-,ENSG00000158887,MPZ,polymorphic_pseudogene,chromosome,myelin protein zero [Source:HGNC Symbol;Acc:HGNC:7225],ENSG00000158887.18,1.158034989700996,2.679766698150888,0.6050376908639024,0.2738161478156862,1,FALSE
GINS4,8,41529218,41545030,15813,+,ENSG00000147536,GINS4,protein_coding,chromosome,GINS complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:28226],ENSG00000147536.12,1.137242381705462,2.2694965244649343,0.6035776007348399,0.2742979335828619,1,FALSE
PRR11,17,59155499,59204705,49207,+,ENSG00000068489,PRR11,protein_coding,chromosome,proline rich 11 [Source:HGNC Symbol;Acc:HGNC:25619],ENSG00000068489.12,1.146325338226637,3.193492677966452,0.6030001712853134,0.27448858650585223,1,FALSE
RPS16,19,39433137,39435949,2813,-,ENSG00000105193,RPS16,protein_coding,chromosome,ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:10396],ENSG00000105193.9,-1.1015407444541792,7.932182234719304,-0.6020027956978464,0.2748180534050147,1,FALSE
PLIN3,19,4838341,4867694,29354,-,ENSG00000105355,PLIN3,protein_coding,chromosome,perilipin 3 [Source:HGNC Symbol;Acc:HGNC:16893],ENSG00000105355.9,1.0997263145158485,6.4643412915913405,0.6009942617381137,0.27515140981376857,1,FALSE
CTSO,4,155924118,155953866,29749,-,ENSG00000256043,CTSO,protein_coding,chromosome,cathepsin O [Source:HGNC Symbol;Acc:HGNC:2542],ENSG00000256043.3,-1.1197547706121993,4.666326996518859,-0.598890514254861,0.2758474310683242,1,FALSE
GLIS2,16,4314761,4339597,24837,+,ENSG00000126603,GLIS2,protein_coding,chromosome,GLIS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:29450],ENSG00000126603.8,1.2383793356301116,0.5236803081422305,0.5979173633453625,0.2761700278884326,1,FALSE
ATF7IP2,16,10326434,10483638,157205,+,ENSG00000166669,ATF7IP2,protein_coding,chromosome,activating transcription factor 7 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:20397],ENSG00000166669.13,-1.0872669368074561,3.3866011322529515,-0.5974448100887911,0.27632625450722914,1,FALSE
GPR162,12,6821624,6829972,8349,+,ENSG00000250510,GPR162,protein_coding,chromosome,G protein-coupled receptor 162 [Source:HGNC Symbol;Acc:HGNC:16693],ENSG00000250510.8,-1.1766139039350065,2.756947508243498,-0.5968911554804667,0.27650973864659145,1,FALSE
ZNF548,19,57389850,57402992,13143,+,ENSG00000188785,ZNF548,protein_coding,chromosome,zinc finger protein 548 [Source:HGNC Symbol;Acc:HGNC:26561],ENSG00000188785.12,-1.0994687507032674,3.6063105109556832,-0.5968064344804401,0.276537820503431,1,FALSE
SGPP1,14,63684216,63728065,43850,-,ENSG00000126821,SGPP1,protein_coding,chromosome,sphingosine-1-phosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:17720],ENSG00000126821.8,-1.0964455046040724,4.305771399754962,-0.5954282145597202,0.2769948585714437,1,FALSE
AC012488.2,2,189661519,189667881,6363,+,ENSG00000286165,AC012488.2,protein_coding,chromosome,novel protein,ENSG00000286165.1,1.8130580872988946,-2.5543964356204474,0.6417718317082961,0.27709383756336387,1,FALSE
AGTRAP,1,11736084,11754802,18719,+,ENSG00000177674,AGTRAP,protein_coding,chromosome,angiotensin II receptor associated protein [Source:HGNC Symbol;Acc:HGNC:13539],ENSG00000177674.16,1.1155447269904482,6.907809315561488,0.5948257661953976,0.27719475859659243,1,FALSE
LHFPL6,13,39209116,39603528,394413,-,ENSG00000183722,LHFPL6,protein_coding,chromosome,LHFPL tetraspan subfamily member 6 [Source:HGNC Symbol;Acc:HGNC:6586],ENSG00000183722.9,1.3363646277400878,-0.3577723455714764,0.5937038489561764,0.2776304223241301,1,FALSE
TMEM88,17,7855066,7856099,1034,+,ENSG00000167874,TMEM88,protein_coding,chromosome,transmembrane protein 88 [Source:HGNC Symbol;Acc:HGNC:32371],ENSG00000167874.7,1.2177824931956267,1.9049935233031552,0.5917654268235819,0.2782114084225328,1,FALSE
PLGLB2,2,87748087,87759476,11390,+,ENSG00000125551,PLGLB2,protein_coding,chromosome,plasminogen like B2 [Source:HGNC Symbol;Acc:HGNC:9073],ENSG00000125551.19,1.4928032034297982,-1.3210389078037061,0.5951216003395231,0.2790608317086053,1,FALSE
AQP10,1,154321090,154325325,4236,+,ENSG00000143595,AQP10,protein_coding,chromosome,aquaporin 10 [Source:HGNC Symbol;Acc:HGNC:16029],ENSG00000143595.13,1.350436697268869,2.1749521884976417,0.5886364692648363,0.27936520673698545,1,FALSE
DENND3,8,141117278,141195808,78531,+,ENSG00000105339,DENND3,protein_coding,chromosome,DENN domain containing 3 [Source:HGNC Symbol;Acc:HGNC:29134],ENSG00000105339.10,1.1184885762744408,8.45204196811826,0.5870853820028589,0.2797695481912643,1,FALSE
C3orf18,3,50558025,50571027,13003,-,ENSG00000088543,C3orf18,protein_coding,chromosome,chromosome 3 open reading frame 18 [Source:HGNC Symbol;Acc:HGNC:24837],ENSG00000088543.15,-1.1162830773799182,1.930657922227197,-0.586009211376282,0.2801284713291787,1,FALSE
N4BP3,5,178113532,178126081,12550,+,ENSG00000145911,N4BP3,protein_coding,chromosome,NEDD4 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:29852],ENSG00000145911.6,-1.1225727961617238,1.2417775971306393,-0.5849196705649891,0.28049208706228185,1,FALSE
ODCP,7,129028889,129030527,1639,+,ENSG00000244556,ODCP,processed_pseudogene,chromosome,ornithine decarboxylase pseudogene [Source:HGNC Symbol;Acc:HGNC:8110],ENSG00000244556.1,1.1911890716082607,-0.6450718215686244,0.5838306149938488,0.28085578118480486,1,FALSE
WDR34,9,128633661,128656787,23127,-,ENSG00000119333,WDR34,protein_coding,chromosome,WD repeat domain 34 [Source:HGNC Symbol;Acc:HGNC:28296],ENSG00000119333.11,1.174171392220021,2.4961376471804715,0.5835604765622004,0.2809460243711711,1,FALSE
PPP1R3B,8,9136255,9151574,15320,-,ENSG00000173281,PPP1R3B,protein_coding,chromosome,protein phosphatase 1 regulatory subunit 3B [Source:HGNC Symbol;Acc:HGNC:14942],ENSG00000173281.5,1.1176395483158723,7.545439376261944,0.5827094368677871,0.28123043521766633,1,FALSE
GAS7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1191914017466233,7.9544519501912125,0.5821971365240064,0.28140171122806384,1,FALSE
AL353625.1,6,160093082,160096212,3131,+,ENSG00000213073,AL353625.1,transcribed_processed_pseudogene,chromosome,calcium binding protein P22 (CHP) pseudogene,ENSG00000213073.4,1.1468385419438776,3.316255570838186,0.5811139793723786,0.28176401045856675,1,FALSE
CBS,21,43053191,43076943,23753,-,ENSG00000160200,CBS,protein_coding,chromosome,cystathionine beta-synthase [Source:HGNC Symbol;Acc:HGNC:1550],ENSG00000160200.17,1.499874246629886,1.2178809698500808,0.5877837590140045,0.2819326375636028,1,FALSE
SEMA4C,2,96859718,96870757,11040,-,ENSG00000168758,SEMA4C,protein_coding,chromosome,semaphorin 4C [Source:HGNC Symbol;Acc:HGNC:10731],ENSG00000168758.11,-1.0998267424979247,3.3267885581717036,-0.5796316867914647,0.28226018831633914,1,FALSE
RPL27A,11,8682788,8714759,31972,+,ENSG00000166441,RPL27A,protein_coding,chromosome,ribosomal protein L27a [Source:HGNC Symbol;Acc:HGNC:10329],ENSG00000166441.13,-1.0932685965823374,8.59193982883311,-0.5786615862379402,0.2825851503670283,1,FALSE
CTAGE4,7,144183466,144186053,2588,+,ENSG00000225932,CTAGE4,protein_coding,chromosome,CTAGE family member 4 [Source:HGNC Symbol;Acc:HGNC:24772],ENSG00000225932.3,1.6253012855750026,-1.0288737032929614,0.6000636402437179,0.28279943615561337,1,FALSE
GRINA,8,143990056,143993415,3360,+,ENSG00000178719,GRINA,protein_coding,chromosome,glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589],ENSG00000178719.17,1.1420621351647675,7.7363882450239485,0.5775420451354789,0.28296040117576526,1,FALSE
TTC39C,18,23992773,24135610,142838,+,ENSG00000168234,TTC39C,protein_coding,chromosome,tetratricopeptide repeat domain 39C [Source:HGNC Symbol;Acc:HGNC:26595],ENSG00000168234.13,-1.1103228495820652,4.862471655665606,-0.5759165882652943,0.28350566329996146,1,FALSE
SEPTIN1,16,30378133,30395991,17859,-,ENSG00000180096,SEPTIN1,protein_coding,chromosome,septin 1 [Source:HGNC Symbol;Acc:HGNC:2879],ENSG00000180096.12,-1.1138406617907508,5.776952623889629,-0.574295678825564,0.28404991463850043,1,FALSE
RPL15,3,23916545,23924374,7830,+,ENSG00000174748,RPL15,protein_coding,chromosome,ribosomal protein L15 [Source:HGNC Symbol;Acc:HGNC:10306],ENSG00000174748.21,-1.0706837146207224,9.201239256422042,-0.5736118807160847,0.28427966683551925,1,FALSE
MT-CYB,MT,14747,15887,1141,+,ENSG00000198727,MT-CYB,protein_coding,chromosome,mitochondrially encoded cytochrome b [Source:HGNC Symbol;Acc:HGNC:7427],ENSG00000198727.2,-1.1305516756574825,10.384250310773584,-0.5723904223954923,0.28469029671129586,1,FALSE
EMP1,12,13196723,13219941,23219,+,ENSG00000134531,EMP1,protein_coding,chromosome,epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333],ENSG00000134531.10,1.246676372784041,2.9647201086843316,0.5684448018314983,0.28602034718896946,1,FALSE
OSM,22,30262829,30266851,4023,-,ENSG00000099985,OSM,protein_coding,chromosome,oncostatin M [Source:HGNC Symbol;Acc:HGNC:8506],ENSG00000099985.4,1.2128087592103818,2.6821519958411915,0.5675423344022026,0.2863231040622425,1,FALSE
AC183084.2,CHR_HSCHR17_7_CTG4,37996476,38057692,61217,-,ENSG00000282641,AC183084.2,unprocessed_pseudogene,chromosome,aminopeptidase puromycin sensitive (NPEPPS) pseudogene,ENSG00000282641.1,1.245963910100566,1.1975899409958553,0.5667889200822367,0.28657876477671557,1,FALSE
GZMM,19,544034,549924,5891,+,ENSG00000197540,GZMM,protein_coding,chromosome,granzyme M [Source:HGNC Symbol;Acc:HGNC:4712],ENSG00000197540.8,-1.1488827284972674,3.2557288592101306,-0.5653981452301127,0.2870465428146781,1,FALSE
LRRC37A,17,46292733,46337794,45062,+,ENSG00000176681,LRRC37A,protein_coding,chromosome,leucine rich repeat containing 37A [Source:HGNC Symbol;Acc:HGNC:29069],ENSG00000176681.14,-1.4036507171205888,1.5957493261000473,-0.5670509323356743,0.2871635822805138,1,FALSE
MKNK1,1,46557408,46616843,59436,-,ENSG00000079277,MKNK1,protein_coding,chromosome,MAPK interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:7110],ENSG00000079277.21,1.14248348079707,6.888623077937741,0.5631132460430652,0.2878185563201989,1,FALSE
KRT72,12,52585589,52601538,15950,-,ENSG00000170486,KRT72,protein_coding,chromosome,keratin 72 [Source:HGNC Symbol;Acc:HGNC:28932],ENSG00000170486.11,-1.266630866844443,0.593372507240712,-0.563131612299398,0.2878188776520533,1,FALSE
ZNF550,19,57535257,57559863,24607,-,ENSG00000251369,ZNF550,protein_coding,chromosome,zinc finger protein 550 [Source:HGNC Symbol;Acc:HGNC:28643],ENSG00000251369.8,-1.100714648818189,2.9878502469004515,-0.562877719727558,0.2878981923478325,1,FALSE
CBSL,21,6444869,6468040,23172,-,ENSG00000274276,CBSL,protein_coding,chromosome,cystathionine beta-synthase like [Source:HGNC Symbol;Acc:HGNC:51829],ENSG00000274276.4,1.572878371414811,-0.28711441705764756,0.5803093030291883,0.28790569712803266,1,FALSE
PRKCQ,10,6427143,6580301,153159,-,ENSG00000065675,PRKCQ,protein_coding,chromosome,protein kinase C theta [Source:HGNC Symbol;Acc:HGNC:9410],ENSG00000065675.15,-1.1261430733825764,4.911446663526812,-0.5628062740562164,0.2879223516341289,1,FALSE
CR2,1,207454230,207489895,35666,+,ENSG00000117322,CR2,protein_coding,chromosome,complement C3d receptor 2 [Source:HGNC Symbol;Acc:HGNC:2336],ENSG00000117322.17,-1.1328735904531526,2.8866154512016493,-0.5597988167899103,0.2889402113972151,1,FALSE
NUDT13,10,73110375,73131828,21454,+,ENSG00000166321,NUDT13,protein_coding,chromosome,nudix hydrolase 13 [Source:HGNC Symbol;Acc:HGNC:18827],ENSG00000166321.14,-1.0870419253358752,0.6640107787808496,-0.5589639958960468,0.2892230607457176,1,FALSE
AC000093.1,22,19717220,19724772,7553,+,ENSG00000284874,AC000093.1,protein_coding,chromosome,novel transcript,ENSG00000284874.1,1.224987780345622,4.909984561833149,0.5572287103001021,0.28981191267663303,1,FALSE
VWF,12,5948874,6124770,175897,-,ENSG00000110799,VWF,protein_coding,chromosome,von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726],ENSG00000110799.13,1.2644211732299575,2.9316300391901526,0.5572392691506797,0.289814734428837,1,FALSE
MAB21L3,1,116111755,116135240,23486,+,ENSG00000173212,MAB21L3,protein_coding,chromosome,mab-21 like 3 [Source:HGNC Symbol;Acc:HGNC:26787],ENSG00000173212.4,1.15450720115751,2.266002117479962,0.55638944897384,0.2900961955226467,1,FALSE
IGLV3-12,22,22771824,22772582,759,+,ENSG00000211667,IGLV3-12,IG_V_gene,chromosome,immunoglobulin lambda variable 3-12 [Source:HGNC Symbol;Acc:HGNC:5898],ENSG00000211667.3,1.3530102041195813,-0.8370747311745862,0.5545261670242871,0.29098106357424414,1,FALSE
FMNL3,12,49636499,49708165,71667,-,ENSG00000161791,FMNL3,protein_coding,chromosome,formin like 3 [Source:HGNC Symbol;Acc:HGNC:23698],ENSG00000161791.14,-1.0993494669438553,4.625051059574288,-0.5532838837997422,0.29115110603439237,1,FALSE
RGL4,22,23688136,23699176,11041,+,ENSG00000159496,RGL4,protein_coding,chromosome,ral guanine nucleotide dissociation stimulator like 4 [Source:HGNC Symbol;Acc:HGNC:31911],ENSG00000159496.14,1.230554068881248,5.27106246888981,0.5531773208269382,0.2911882016150156,1,FALSE
PHC1P1,12,55411727,55414787,3061,-,ENSG00000179899,PHC1P1,processed_pseudogene,chromosome,polyhomeotic homolog 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:34502],ENSG00000179899.8,-1.2620612789684662,-0.3823159726948833,-0.5525701083576369,0.2914007692587456,1,FALSE
SASH1,6,148272304,148552048,279745,+,ENSG00000111961,SASH1,protein_coding,chromosome,SAM and SH3 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:19182],ENSG00000111961.18,-1.1636751610898923,2.0302876948133166,-0.5518031700314107,0.2916547284492741,1,FALSE
CNGB1,16,57882340,57971128,88789,-,ENSG00000070729,CNGB1,protein_coding,chromosome,cyclic nucleotide gated channel subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:2151],ENSG00000070729.14,1.1657963844637833,0.031063270269591627,0.5505909355195442,0.2920673454555022,1,FALSE
HLA-DMA,6,32948613,32969094,20482,-,ENSG00000204257,HLA-DMA,protein_coding,chromosome,"major histocompatibility complex, class II, DM alpha [Source:HGNC Symbol;Acc:HGNC:4934]",ENSG00000204257.15,-1.1033487187834563,6.083205319211874,-0.5493910308457572,0.29247603919798354,1,FALSE
LRRC7,1,69568261,70151945,583685,+,ENSG00000033122,LRRC7,protein_coding,chromosome,leucine rich repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:18531],ENSG00000033122.20,-1.1324912209203937,-0.7110722195322338,-0.5486192815795047,0.2927390458007752,1,FALSE
